animal_type,primary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,outcome_date,outcome_type,outcome_is_dead,geopoint,adopted,age,month,season
dog,black,Male,2012-06-12,2017-10-25,normal,owner surrender,field,2017-11-18,euthanasia,TRUE,"33.8414813, -118.1712074",No,12,11,Fall
other,gray,Unknown,2023-04-24,2023-05-07,under age/weight,stray,otc,2023-05-07,rescue,FALSE,"33.7887545, -118.1879461",No,1,05,Spring
dog,tan,Spayed,2021-03-08,2021-09-08,normal,stray,field,2021-09-12,foster to adopt,FALSE,"33.8414813, -118.1712074",Yes,4,09,Fall
cat,white,Neutered,2017-04-27,2022-05-01,normal,owner surrender,otc,2022-06-25,adoption,FALSE,"33.7722457, -118.1709509",Yes,7,06,Summer
dog,black,Female,2016-12-10,2022-12-10,behavior  mild,owner surrender,otc,2022-12-17,euthanasia,TRUE,"33.8413916, -118.1730593",No,8,12,Winter
cat,white,Unknown,2017-06-22,2017-07-06,under age/weight,stray,otc,2017-07-06,euthanasia,TRUE,"33.8413916, -118.1730593",No,7,07,Summer
cat,white,Unknown,2017-06-22,2017-07-06,under age/weight,stray,otc,2017-07-06,euthanasia,TRUE,"33.8413916, -118.1730593",No,7,07,Summer
other,gray,Unknown,2015-06-24,2017-06-24,normal,wildlife,otc,2017-06-24,return to wild habitat,FALSE,"33.77908620000001, -118.0499606",No,9,06,Summer
rabbit,white,Neutered,2019-10-06,2020-06-04,normal,stray,otc,2020-06-23,rescue,FALSE,"33.7718632, -118.2016557",No,5,06,Summer
cat,red,Male,2021-07-14,2021-10-14,ill mild,stray,otc,2021-10-15,died,TRUE,"33.7718632, -118.2016557",No,3,10,Fall
bird,tricolor,Unknown,2021-03-24,2024-03-24,ill severe,wildlife,field,2024-03-24,euthanasia,TRUE,"33.84221280000001, -118.1911276",No,4,03,Spring
dog,brown,Neutered,2021-01-23,2023-01-22,normal,stray,field,2023-02-05,adoption,FALSE,"33.84221280000001, -118.1911276",Yes,4,02,Winter
wild,black,Unknown,2021-01-19,2022-01-19,injured  severe,wildlife,field,2022-01-19,euthanasia,TRUE,"33.7717126, -118.1480799",No,4,01,Winter
cat,gray tabby,Spayed,2024-08-20,2024-10-05,normal,stray,otc,2024-12-12,adoption,FALSE,"33.84221280000001, -118.1911276",Yes,0,12,Winter
cat,tortie,Spayed,2024-08-07,2024-08-23,under age/weight,stray,otc,2024-10-25,adoption,FALSE,"33.8065036, -118.1912538",Yes,0,10,Fall
cat,black,Neutered,2024-06-26,2024-07-19,under age/weight,stray,otc,2024-11-12,adoption,FALSE,"33.84221280000001, -118.1911276",Yes,0,11,Fall
cat,tortie,Spayed,2024-08-07,2024-08-23,under age/weight,stray,otc,2024-10-30,adoption,FALSE,"33.8065036, -118.1912538",Yes,0,10,Fall
dog,blue merle,Male,2021-11-04,2024-11-03,ill mild,stray,otc,2024-11-06,rescue,FALSE,"33.84221280000001, -118.1911276",No,3,11,Fall
cat,black,Neutered,2024-08-07,2024-08-23,under age/weight,stray,otc,2024-11-03,adoption,FALSE,"33.8065036, -118.1912538",Yes,0,11,Fall
dog,brown,Spayed,2015-02-19,2021-02-21,normal,owner surrender,otc,2021-02-28,adoption,FALSE,"33.84221280000001, -118.1911276",Yes,10,02,Winter
cat,gray tabby,Spayed,2022-12-01,2023-04-05,injured  moderate,stray,otc,2023-05-28,adoption,FALSE,"33.84221280000001, -118.1911276",Yes,2,05,Spring
cat,black,Male,2016-08-12,2017-11-12,normal,owner surrender,otc,2017-12-14,euthanasia,TRUE,"33.7717109, -118.1863677",No,8,12,Winter
dog,black,Spayed,2019-03-30,2020-01-30,welfare seizures,confiscate,hospital,2020-02-19,adoption,FALSE,"33.7717123, -118.1502507",Yes,5,02,Winter
cat,white,Unknown,2018-08-01,2023-08-01,injured  severe,stray,field,2023-08-01,died,TRUE,"33.7717131, -118.2006198",No,6,08,Summer
cat,gray tabby,Male,2018-04-15,2018-05-30,under age/weight,stray,otc,2018-05-30,euthanasia,TRUE,"33.7717131, -118.2006198",No,6,05,Spring
cat,gray tabby,Neutered,2022-03-20,2022-08-06,normal,return,adoption,2023-01-04,adoption,FALSE,"33.76989, -118.1209298",Yes,3,01,Winter
dog,brown,Male,2016-01-25,2017-01-25,normal,stray,field,2017-02-01,transfer,FALSE,"33.84221280000001, -118.1911276",No,9,02,Winter
cat,black,Neutered,2024-04-02,2024-06-02,injured  mild,stray,otc,2024-08-03,adoption,FALSE,"33.771717, -118.1546023",Yes,0,08,Summer
cat,black,Spayed,2024-05-02,2024-06-02,i/i report,stray,otc,2024-12-04,adoption,FALSE,"33.771717, -118.1546023",Yes,0,12,Winter
dog,white,Male,2011-12-31,2017-12-31,injured  moderate,stray,field,2018-01-01,return to owner,FALSE,"33.84221280000001, -118.1911276",No,13,01,Winter
cat,snowshoe,Neutered,2022-08-27,2023-06-29,injured  moderate,stray,otc,2023-09-08,adoption,FALSE,"33.771717, -118.1546023",Yes,2,09,Fall
cat,gray,Spayed,2019-02-09,2021-02-09,normal,stray,otc,2021-02-16,"shelter, neuter, return",FALSE,"33.771717, -118.1546023",No,6,02,Winter
dog,brown,Male,2023-07-17,2023-09-17,ill mild,stray,otc,2023-09-18,transfer,FALSE,"33.84221280000001, -118.1911276",No,1,09,Fall
cat,black,Neutered,2023-05-14,2023-08-05,normal,stray,otc,2024-01-05,adoption,FALSE,"33.766083, -118.1875466",Yes,1,01,Winter
dog,brown,Female,2023-07-17,2023-09-17,ill mild,stray,otc,2023-09-18,transfer,FALSE,"33.84221280000001, -118.1911276",No,1,09,Fall
cat,white,Spayed,2023-05-14,2023-08-05,normal,stray,otc,2023-09-30,adoption,FALSE,"33.766083, -118.1875466",Yes,1,09,Fall
dog,brown,Male,2023-07-17,2023-09-17,ill mild,stray,otc,2023-09-18,transfer,FALSE,"33.84221280000001, -118.1911276",No,1,09,Fall
dog,brown,Male,2023-07-17,2023-09-17,ill mild,stray,otc,2023-09-18,transfer,FALSE,"33.84221280000001, -118.1911276",No,1,09,Fall
dog,black,Female,2017-08-24,2022-11-22,normal,stray,field,2022-11-23,return to owner,FALSE,"33.7667382, -118.2015357",No,7,11,Fall
cat,brown  tabby,Male,2019-05-01,2019-05-31,ill moderatete,stray,field,2019-06-11,euthanasia,TRUE,"33.7667382, -118.2015357",No,5,06,Summer
dog,tan,Male,2016-09-29,2018-09-29,normal,stray,otc,2018-10-09,transfer,FALSE,"33.84221280000001, -118.1911276",No,8,10,Fall
dog,tricolor,Male,2013-12-19,2018-05-19,normal,safe keep,owner died,2018-05-23,return to owner,FALSE,"33.7717127, -118.1600653",No,11,05,Spring
dog,blue brindle,Male,2019-04-18,2020-10-18,normal,stray,field,2020-12-15,rescue,FALSE,"33.84221280000001, -118.1911276",No,5,12,Winter
cat,black,Unknown,2016-04-20,2018-04-20,ill moderatete,stray,field,2018-04-20,euthanasia,TRUE,"33.84221280000001, -118.1911276",No,8,04,Spring
dog,blue,Spayed,2018-01-01,2020-10-18,normal,stray,field,2020-11-25,adoption,FALSE,"33.84221280000001, -118.1911276",Yes,7,11,Fall
dog,white,Spayed,2012-05-13,2021-12-05,normal,stray,field,2021-12-08,return to owner,FALSE,"33.7963296, -118.1181199",No,12,12,Winter
dog,brown,Neutered,2023-12-02,2024-09-27,normal,stray,otc,2024-10-13,adoption,FALSE,"33.7717254, -118.1763626",Yes,1,10,Fall
dog,brown,Neutered,2021-07-10,2024-07-10,normal,stray,NA,2024-08-09,adoption,FALSE,"33.8425976, -118.1746899",Yes,3,08,Summer
dog,tan,Female,2016-03-15,2018-03-15,normal,stray,field,2018-03-16,return to owner,FALSE,"33.8388381, -118.196271",No,9,03,Spring
dog,brown,Male,2023-02-09,2023-06-09,normal,stray,otc,2023-06-15,adoption,FALSE,"33.8415609, -118.1763193",Yes,2,06,Summer
cat,black,Neutered,2015-01-22,2020-07-12,normal,owner surrender,otc,2020-07-22,adoption,FALSE,"33.7717098, -118.1936487",Yes,10,07,Summer
bird,white,Female,2016-10-12,2017-10-12,normal,owner surrender,otc,2017-10-13,rescue,FALSE,"33.7718143, -118.1372131",No,8,10,Fall
cat,brown  tabby,Male,2023-03-20,2023-04-20,under age/weight,stray,otc,2023-04-30,adoption,FALSE,"33.8679143, -118.1888545",Yes,2,04,Spring
cat,white,Male,2023-03-20,2023-04-20,under age/weight,stray,otc,2023-04-20,adoption,FALSE,"33.8679143, -118.1888545",Yes,2,04,Spring
other,black,Unknown,2020-02-25,2020-10-25,ill severe,wildlife,field,2020-10-25,euthanasia,TRUE,"33.8413582, -118.197541",No,5,10,Fall
cat,calico,Female,2023-05-14,2023-05-20,under age/weight,stray,otc,2023-05-20,rescue,FALSE,"33.7717204, -118.1698399",No,1,05,Spring
dog,black,Male,2016-01-13,2017-01-13,normal,stray,field,2017-01-19,transfer,FALSE,"33.7717204, -118.1698399",No,9,01,Winter
cat,brown  tabby,Neutered,2024-08-09,2024-09-13,under age/weight,stray,otc,2024-09-20,rescue,FALSE,"33.8419817, -118.1879386",No,0,09,Fall
dog,white,Spayed,2008-12-09,2017-07-02,normal,confiscate,police,2017-07-03,return to owner,FALSE,"33.7576553, -118.1421949",No,16,07,Summer
dog,blue,Neutered,2022-11-17,2023-11-17,normal,welfare seized,cruelty,2023-12-24,adoption,FALSE,"33.8121035, -118.1399261",Yes,2,12,Winter
dog,brown brindle,Male,2019-06-02,2023-05-31,injured  moderate,stray,field,2023-06-03,euthanasia,TRUE,"33.7658772, -118.1968115",No,5,06,Summer
other,brown,Unknown,2022-05-14,2022-05-29,ill severe,wildlife,field,2022-05-29,euthanasia,TRUE,"33.8414127, -118.1368302",No,2,05,Spring
other,brown,Unknown,2022-05-14,2022-05-29,ill severe,wildlife,field,2022-05-29,euthanasia,TRUE,"33.8414127, -118.1368302",No,2,05,Spring
dog,tan,Female,2014-10-22,2021-10-22,normal,stray,otc,2021-10-25,rescue,FALSE,"33.7789678, -118.1963571",No,10,10,Fall
cat,gray,Spayed,2024-04-11,2024-05-08,under age/weight,stray,otc,2024-10-18,adoption,FALSE,"33.7789678, -118.1963571",Yes,0,10,Fall
cat,cream tabby,Neutered,2021-09-27,2022-02-27,normal,stray,otc,2022-03-05,adoption,FALSE,"33.8413916, -118.1730593",Yes,3,03,Spring
cat,tortie dilute,Spayed,2021-02-27,2022-02-27,normal,stray,otc,2022-03-03,community cat,FALSE,"33.8413916, -118.1730593",No,4,03,Spring
cat,white,Male,2022-04-26,2022-05-05,under age/weight,stray,otc,2022-05-13,rescue,FALSE,"33.79169, -118.1964233",No,2,05,Spring
cat,black,Unknown,2017-10-04,2017-10-28,under age/weight,stray,field,2017-10-28,rescue,FALSE,"33.79169, -118.1964233",No,7,10,Fall
cat,brown  tabby,Unknown,2018-03-24,2018-05-02,under age/weight,stray,field,2018-05-03,euthanasia,TRUE,"33.79169, -118.1964233",No,7,05,Spring
cat,tortie,Spayed,2008-10-14,2018-10-10,normal,owner surrender,otc,2018-10-14,adoption,FALSE,"33.8414536, -118.1721488",Yes,16,10,Fall
dog,brown,Neutered,2017-02-08,2018-02-08,normal,owner surrender,otc,2018-02-09,transfer,FALSE,"33.8024227, -118.1965009",No,8,02,Winter
dog,white,Male,2013-11-02,2018-11-02,injured  severe,stray,field,2018-11-09,transfer,FALSE,"33.84221280000001, -118.1911276",No,11,11,Fall
other,black,Unknown,2021-02-27,2022-02-27,ill severe,wildlife,field,2022-02-27,euthanasia,TRUE,"33.8132025, -118.1960988",No,4,02,Winter
cat,gray tabby,Spayed,2017-07-01,2018-07-01,normal,stray,otc,2018-08-18,adoption,FALSE,"33.84221280000001, -118.1911276",Yes,7,08,Summer
cat,gray,Spayed,2014-02-24,2021-02-28,normal,owner surrender,otc,2021-03-04,transfer,FALSE,"33.8132025, -118.1960988",No,11,03,Spring
cat,gray,Neutered,2016-06-27,2018-06-27,normal,stray,otc,2018-10-11,adoption,FALSE,"33.7705095, -118.1963808",Yes,8,10,Fall
dog,black,Female,2012-11-01,2022-11-01,ill severe,stray,field,2022-11-02,euthanasia,TRUE,"33.84221280000001, -118.1911276",No,12,11,Fall
dog,gray,Neutered,2019-04-02,2021-03-20,normal,stray,field,2021-12-23,adoption,FALSE,"33.84221280000001, -118.1911276",Yes,5,12,Winter
dog,black,Neutered,2020-03-01,2022-03-01,normal,stray,otc,2022-03-09,adoption,FALSE,"33.84221280000001, -118.1911276",Yes,5,03,Spring
dog,white,Neutered,2020-01-10,2021-01-10,normal,stray,field,2021-01-23,adoption,FALSE,"33.7717185, -118.1963919",Yes,5,01,Winter
dog,white,Spayed,2021-11-25,2022-06-24,normal,stray,otc,2022-07-09,adoption,FALSE,"33.7717185, -118.1963919",Yes,3,07,Summer
cat,black,Male,2023-10-24,2024-02-24,injured  mild,stray,field,2024-03-01,rescue,FALSE,"33.7729055, -118.1963849",No,1,03,Spring
cat,gray,Spayed,2015-05-03,2021-10-28,injured  mild,owner surrender,otc,2022-01-19,adoption,FALSE,"33.7729055, -118.1963849",Yes,9,01,Winter
other,brown,Unknown,2022-07-19,2022-10-19,injured  severe,wildlife,otc,2022-10-19,euthanasia,TRUE,"33.7753409, -118.1963617",No,2,10,Fall
cat,gray tabby,Female,2023-05-22,2023-06-01,under age/weight,stray,field,2023-09-15,rescue,FALSE,"33.7865665, -118.137421",No,1,09,Fall
dog,black,Spayed,2018-07-18,2019-07-18,normal,stray,otc,2019-07-19,return to owner,FALSE,"33.7765518, -118.1963626",No,6,07,Summer
cat,gray tabby,Spayed,2023-05-22,2023-06-01,under age/weight,stray,field,2023-07-15,adoption,FALSE,"33.7865665, -118.137421",Yes,1,07,Summer
cat,brown  tabby,Spayed,2021-02-26,2023-02-26,injured  mild,stray,otc,2023-03-11,adoption,FALSE,"33.7777559, -118.196349",Yes,4,03,Spring
dog,brown,Male,2004-02-21,2018-02-21,normal,stray,otc,2018-02-21,return to owner,FALSE,"33.8440224, -118.1758613",No,21,02,Winter
cat,tortie,Spayed,2022-05-24,2022-06-24,under age/weight,stray,otc,2022-06-25,adoption,FALSE,"33.844487, -118.1669429",Yes,2,06,Summer
dog,seal,Neutered,2022-02-02,2023-02-02,normal,stray,otc,2023-04-08,adoption,FALSE,"33.7824857, -118.1959871",Yes,3,04,Spring
cat,black,Female,2022-05-07,2022-07-07,ill mild,stray,otc,2022-08-14,adoption,FALSE,"33.845041, -118.1652262",Yes,2,08,Summer
cat,gray,Female,2014-05-09,2018-05-09,normal,stray,otc,2018-05-09,return to owner,FALSE,"33.845041, -118.1652262",No,10,05,Spring
cat,orange tabby,Neutered,2018-02-12,2021-02-11,normal,stray,otc,2021-02-28,adoption,FALSE,"33.7668778, -118.1968437",Yes,7,02,Winter
dog,tan,Neutered,2017-11-20,2020-12-05,normal,owner surrender,otc,2020-12-05,transfer,FALSE,"33.845041, -118.1652262",No,7,12,Winter
dog,brown brindle,Neutered,2019-11-30,2021-11-30,normal,welfare seized,owner died,2021-12-17,adoption,FALSE,"33.7668778, -118.1968437",Yes,5,12,Winter
dog,gray,Female,2020-11-05,2022-10-07,normal,return,adoption,2023-02-07,rescue,FALSE,"33.8430479, -118.1337997",No,4,02,Winter
cat,gray,Neutered,2019-09-27,2021-09-27,normal,stray,field,2021-10-31,foster to adopt,FALSE,"33.7668778, -118.1968437",Yes,5,10,Fall
cat,brown  tabby,Spayed,2021-06-12,2024-12-12,normal,stray,otc,2024-12-20,community cat,FALSE,"33.8422138, -118.199166",No,3,12,Winter
cat,gray,Male,2019-10-26,2019-12-26,normal,stray,otc,2019-12-27,rescue,FALSE,"33.7898612, -118.196387",No,5,12,Winter
dog,white,Male,2014-07-27,2017-07-27,normal,stray,otc,2017-08-03,transfer,FALSE,"33.8422239, -118.1991639",No,10,08,Summer
dog,white,Female,2022-03-23,2023-03-22,normal,welfare seized,police,2023-03-24,return to owner,FALSE,"33.7615706, -118.1386687",No,3,03,Spring
dog,gray,Female,2010-09-16,2023-02-18,ill mild,owner surrender,otc,2023-03-01,return to owner,FALSE,"33.7789678, -118.1963571",No,14,03,Spring
cat,white,Neutered,2016-05-13,2021-05-13,normal,confiscate,owner died,2021-05-21,rescue,FALSE,"33.7714131, -118.1380559",No,8,05,Spring
cat,gray,Neutered,2021-03-15,2023-04-07,normal,return,adoption,2023-04-07,transfer,FALSE,"33.7705095, -118.1963808",No,4,04,Spring
dog,black,Spayed,2022-04-11,2023-04-10,injured  mild,stray,field,2023-04-30,adoption,FALSE,"33.77267620000001, -118.1382925",Yes,2,04,Spring
cat,gray,Female,2023-08-06,2023-09-06,ill mild,stray,otc,2023-09-06,euthanasia,TRUE,"33.8557948, -118.1883062",No,1,09,Fall
dog,white,Female,2018-12-24,2020-12-23,normal,stray,otc,2021-02-16,rescue,FALSE,"33.7751411, -118.1381205",No,6,02,Winter
cat,calico,Spayed,2023-08-06,2023-09-06,ill mild,stray,otc,2023-10-07,adoption,FALSE,"33.8557948, -118.1883062",Yes,1,10,Fall
dog,black,Male,2023-03-04,2023-09-02,normal,stray,otc,2023-09-08,rescue,FALSE,"33.8648598, -118.1888378",No,2,09,Fall
wild,gray,Male,2023-09-18,2024-09-18,injured  severe,wildlife,field,2024-09-18,euthanasia,TRUE,"33.8359113, -118.13802",No,1,09,Fall
cat,black,Neutered,2022-05-25,2024-05-25,ill mild,stray,otc,2024-06-01,community cat,FALSE,"33.7717061, -118.1524066",No,2,06,Summer
dog,white,Neutered,2022-09-21,2024-09-21,normal,stray,otc,2024-09-28,adoption,FALSE,"33.7626248, -118.138299",Yes,2,09,Fall
cat,black,Female,2017-05-22,2017-07-22,normal,stray,otc,2017-07-27,rescue,FALSE,"33.7838244, -118.1879892",No,7,07,Summer
dog,brown  merle,Spayed,2016-02-06,2017-04-22,normal,owner surrender,otc,2017-05-03,adoption,FALSE,"33.7873846, -118.1369778",Yes,9,05,Spring
cat,brown  tabby,Male,2017-05-22,2017-07-22,normal,stray,otc,2017-07-27,rescue,FALSE,"33.7838244, -118.1879892",No,7,07,Summer
cat,black,Spayed,2014-04-01,2017-12-30,normal,stray,field,2018-04-17,adoption,FALSE,"33.7703277, -118.1874454",Yes,10,04,Spring
cat,tortie dilute,Spayed,2023-05-08,2024-05-08,normal,stray,field,2024-05-24,community cat,FALSE,"33.7572117, -118.1413192",No,1,05,Spring
dog,white,Female,2022-11-07,2023-11-07,normal,stray,field,2023-11-10,rescue,FALSE,"33.7572117, -118.1413192",No,2,11,Fall
cat,black,Male,2017-09-26,2017-10-26,under age/weight,stray,otc,2017-11-02,euthanasia,TRUE,"33.8557948, -118.1883062",No,7,11,Fall
dog,black,Male,2022-12-14,2023-03-14,ill severe,owner surrender,field,2023-03-30,adoption,FALSE,"33.7898537, -118.1458794",Yes,2,03,Spring
cat,orange tabby,Neutered,2019-06-21,2019-10-21,behavior  severe,stray,trap,2019-10-26,"shelter, neuter, return",FALSE,"33.8557948, -118.1883062",No,5,10,Fall
dog,fawn,Neutered,2011-05-12,2023-08-21,injured  mild,stray,field,2023-08-22,return to owner,FALSE,"33.7898537, -118.1458794",No,13,08,Summer
dog,black,Spayed,2022-08-26,2023-04-26,injured  severe,owner surrender,field,2023-06-13,adoption,FALSE,"33.7898537, -118.1458794",Yes,2,06,Summer
dog,brown,Male,2017-02-13,2017-02-13,normal,quarantine,NA,2017-02-23,return to owner,FALSE,"33.8686765, -118.1888545",No,8,02,Winter
dog,white,Male,2015-10-26,2018-10-26,normal,owner surrender,otc,2018-10-27,transfer,FALSE,"33.7777601, -118.1876672",No,9,10,Fall
cat,gray,Neutered,2024-01-13,2024-02-17,normal,stray,field,2024-02-21,rescue,FALSE,"33.7898537, -118.1458794",No,1,02,Winter
cat,orange tabby,Male,2019-04-06,2019-05-06,under age/weight,stray,field,2019-05-06,rescue,FALSE,"33.8565553, -118.1882695",No,5,05,Spring
cat,tortie,Unknown,2019-04-06,2019-05-06,under age/weight,stray,field,2019-05-06,rescue,FALSE,"33.8565553, -118.1882695",No,5,05,Spring
other,brown,Female,2022-04-08,2022-04-07,normal,stray,field,2022-07-08,rescue,FALSE,"33.7898537, -118.1458794",No,2,07,Summer
dog,white,Male,2022-07-02,2023-06-30,normal,stray,field,2023-07-05,rescue,FALSE,"33.7898537, -118.1458794",No,2,07,Summer
cat,black,Male,2018-08-16,2018-09-22,under age/weight,stray,otc,2018-10-06,rescue,FALSE,"33.7971149, -118.1882325",No,6,10,Fall
cat,gray,Unknown,2022-02-25,2022-03-12,under age/weight,stray,field,2022-03-13,died,TRUE,"33.7898537, -118.1458794",No,3,03,Spring
other,pink,Female,2022-04-16,2022-04-21,under age/weight,stray,born@shelt,2022-06-29,disposal,FALSE,"33.7898537, -118.1458794",No,2,06,Summer
cat,gray,Neutered,2012-03-02,2017-03-02,feral,stray,otc,2017-03-09,"shelter, neuter, return",FALSE,"33.8606421, -118.1882829",No,13,03,Spring
other,pink,Female,2022-04-05,2022-04-07,normal,stray,field,2022-07-08,rescue,FALSE,"33.7898537, -118.1458794",No,2,07,Summer
cat,gray tabby,Female,2024-10-13,2024-11-21,under age/weight,stray,field,2024-12-11,rescue,FALSE,"33.7717155, -118.1502612",No,0,12,Winter
other,brown,Female,2022-04-08,2022-04-07,normal,stray,field,2022-07-08,rescue,FALSE,"33.7898537, -118.1458794",No,2,07,Summer
cat,gray tabby,Female,2024-10-13,2024-11-21,under age/weight,stray,field,2024-12-11,rescue,FALSE,"33.7717155, -118.1502612",No,0,12,Winter
other,brown,Female,2022-04-08,2022-04-07,normal,stray,field,2022-07-08,rescue,FALSE,"33.7898537, -118.1458794",No,2,07,Summer
wild,gray,Unknown,2016-02-08,2020-02-08,ill severe,wildlife,field,2020-02-08,return to wild habitat,FALSE,"33.8624008, -118.1883192",No,9,02,Winter
dog,tricolor,Male,2021-11-12,2022-02-11,normal,stray,field,2022-02-15,rescue,FALSE,"33.7898537, -118.1458794",No,3,02,Winter
cat,black,Spayed,2015-08-27,2018-08-27,normal,stray,trap,2018-08-27,"shelter, neuter, return",FALSE,"33.8531568, -118.1882327",No,9,08,Summer
cat,gray,Spayed,2014-03-19,2017-03-19,normal,owner surrender,otc,2017-04-13,rescue,FALSE,"33.8289361, -118.1879441",No,11,04,Spring
cat,gray tabby,Female,2022-06-06,2022-07-21,ill moderatete,stray,field,2022-08-26,transfer,FALSE,"33.7898537, -118.1458794",No,2,08,Summer
cat,tortie,Spayed,2012-11-20,2018-01-19,normal,stray,otc,2018-01-20,return to owner,FALSE,"33.76279, -118.1876435",No,12,01,Winter
other,brown,Female,2022-04-08,2022-04-07,normal,stray,field,2022-07-08,rescue,FALSE,"33.7898537, -118.1458794",No,2,07,Summer
dog,brown,Spayed,2021-01-22,2021-11-22,injured  severe,stray,field,2021-12-14,adoption,FALSE,"33.7898537, -118.1458794",Yes,4,12,Winter
other,white,Male,2022-04-08,2022-04-07,normal,stray,field,2022-06-26,adoption,FALSE,"33.7898537, -118.1458794",Yes,2,06,Summer
cat,gray tabby,Male,2019-04-03,2019-05-02,under age/weight,stray,otc,2019-05-04,transfer,FALSE,"33.8656524, -118.1888156",No,5,05,Spring
dog,black,Female,2014-11-11,2021-11-11,injured  severe,owner surrender,field,2021-11-16,died,TRUE,"33.7898537, -118.1458794",No,10,11,Fall
cat,brown  tabby,Spayed,2024-03-24,2024-08-23,normal,stray,field,2024-09-13,adoption,FALSE,"33.7717139, -118.1502593",Yes,1,09,Fall
dog,white,Spayed,2012-04-02,2018-02-17,normal,confiscate,police,2018-02-21,return to owner,FALSE,"33.7718703, -118.1891162",No,12,02,Winter
